source,target,presence,pct_id_u11,evalue_u11,pct_id_u12,evalue_u12
n61,n72,both,45.3,1.73e-65,45.3,2.32e-61
n61,n73,both,46.5,4.79e-60,46.5,6.44e-56
n61,n74,both,46.1,6.27e-70,46.1,8.44e-66
n61,n75,both,46.2,6.59e-64,46.2,8.88e-60
n61,n76,both,71.9,2.68e-127,71.9,3.61e-123
n61,n77,both,68.4,1.47e-125,68.4,1.98e-121
n61,n78,both,45.3,2.46e-69,45.3,3.31e-65
n61,n79,both,30.8,5.17e-32,30.8,6.96e-28
n61,n8,both,46.2,2.51e-65,46.2,3.38e-61
n61,n80,both,45.9,4.17e-64,45.9,5.61e-60
n61,n81,both,47.1,1.04e-70,47.1,1.41e-66
n61,n82,both,40.1,2.27e-49,40.1,3.05e-45
n61,n83,both,36.9,7.06e-43,36.9,9.50e-39
n61,n86,both,56.9,3.63e-91,56.9,4.89e-87
n61,n87,both,41.0,4.24e-58,41.0,5.71e-54
n61,n88,both,43.3,1.64e-54,43.3,2.21e-50
n61,n89,both,60.9,5.13e-110,62.8,8.71e-109
n61,n9,both,42.9,1.56e-58,42.9,2.11e-54
n62,n64,both,69.6,9.89e-107,69.6,1.33e-102
n62,n66,both,52.2,7.82e-75,52.2,1.05e-70
n62,n67,both,32.4,3.68e-32,32.4,4.95e-28
n62,n68,both,53.7,4.90e-77,53.7,6.60e-73
n62,n69,both,56.0,3.28e-81,55.6,1.28e-76
n62,n7,both,52.3,3.18e-76,52.3,4.28e-72
n62,n70,both,49.6,3.88e-74,49.6,5.23e-70
n62,n71,both,47.3,3.89e-66,47.3,5.24e-62
n62,n72,both,68.8,2.49e-105,68.8,3.36e-101
n62,n73,both,60.7,8.32e-93,60.7,1.12e-88
n62,n74,both,62.5,1.09e-92,62.5,1.46e-88
n62,n75,both,50.4,1.43e-68,50.4,1.92e-64
n62,n76,both,52.6,4.15e-76,52.6,5.59e-72
n62,n77,both,51.9,2.06e-75,51.9,2.77e-71
n62,n78,both,64.6,3.86e-98,64.6,5.19e-94
n62,n79,both,34.7,5.52e-34,34.7,6.91e-30
n62,n8,both,62.7,1.78e-95,62.7,2.40e-91
n62,n80,both,62.4,1.37e-95,62.4,1.85e-91
n62,n81,both,78.2,1.32e-122,78.2,1.77e-118
n62,n82,both,32.6,1.40e-31,32.6,1.88e-27
n62,n83,both,51.2,7.32e-73,51.2,9.86e-69
n62,n86,both,49.1,7.09e-68,49.1,9.55e-64
n62,n87,both,69.6,8.87e-103,69.6,1.19e-98
n62,n88,both,47.7,2.99e-64,47.7,4.03e-60
n62,n89,both,47.7,1.58e-67,47.7,2.13e-63
n62,n9,both,64.8,7.03e-100,64.8,9.46e-96
n63,n67,both,30.3,6.74e-24,30.3,9.08e-20
n63,n7,both,30.7,5.51e-26,30.7,7.43e-22
n63,n76,both,30.4,7.96e-25,30.4,1.07e-20
n63,n77,both,30.1,1.77e-24,30.1,2.39e-20
n63,n78,both,30.7,1.04e-24,30.7,1.40e-20
n63,n8,both,31.1,5.66e-25,31.1,7.63e-21
n63,n80,both,30.8,2.10e-25,30.8,2.82e-21
n63,n82,both,32.1,3.03e-24,32.1,4.07e-20
n64,n66,both,50.9,1.87e-72,50.9,2.15e-68
n64,n67,both,31.5,2.18e-29,31.5,2.94e-25
n64,n68,both,51.5,3.79e-74,51.5,5.11e-70
n64,n69,both,53.9,9.47e-79,53.9,1.28e-74
n64,n7,both,50.2,2.29e-70,50.2,2.62e-66
n64,n70,both,48.3,6.27e-69,48.3,8.44e-65
n64,n71,both,44.0,3.01e-63,44.0,4.06e-59
n64,n72,both,63.9,1.92e-96,63.9,2.58e-92
n64,n73,both,57.3,3.91e-87,57.3,5.26e-83
n64,n74,both,66.7,2.44e-97,66.7,3.29e-93
n64,n75,both,49.2,1.50e-62,49.2,2.01e-58
n64,n76,both,49.3,8.76e-70,49.3,9.97e-66
n64,n77,both,50.8,3.21e-73,50.8,4.33e-69
n64,n78,both,61.9,1.34e-95,61.9,1.80e-91
n64,n79,both,32.2,2.41e-28,32.2,3.25e-24
n64,n8,both,65.1,1.10e-97,65.1,1.48e-93
n64,n80,both,64.7,1.87e-97,64.7,2.52e-93
n64,n81,both,73.5,3.17e-113,73.5,4.28e-109
n64,n82,both,32.9,1.05e-31,32.9,1.41e-27
n64,n83,both,50.2,3.80e-66,50.2,5.12e-62
n64,n85,v11_only,30.7,5.78e-06,,
n64,n86,both,43.3,1.83e-60,45.5,1.49e-61
n64,n87,both,63.3,8.13e-93,63.3,1.09e-88
n64,n88,both,49.2,1.10e-66,49.2,1.35e-62
n64,n89,both,47.5,8.47e-66,47.5,1.14e-61
n64,n9,both,67.7,2.00e-99,67.7,2.69e-95
n66,n67,both,39.3,3.68e-44,39.3,4.96e-40
n66,n68,both,92.1,1.18e-167,92.1,1.59e-163
n66,n69,both,46.5,8.91e-61,46.5,1.20e-56
n66,n7,both,85.8,2.47e-157,85.8,3.32e-153
n66,n70,both,49.8,4.17e-77,49.8,5.80e-73
n66,n71,both,55.4,3.33e-98,55.4,4.49e-94
n66,n72,both,44.1,3.31e-69,44.1,4.45e-65
n66,n73,both,46.6,2.01e-66,46.6,2.70e-62
n66,n74,both,47.8,2.08e-73,47.8,1.26e-69
n66,n75,both,50.2,1.26e-68,50.2,1.56e-64
n66,n76,both,78.3,8.25e-137,78.3,1.11e-132
n66,n77,both,82.9,5.89e-151,82.9,7.93e-147
n66,n78,both,49.0,1.06e-75,48.7,1.39e-71
n66,n79,both,32.5,1.45e-34,32.6,6.72e-31
n66,n8,both,49.8,1.38e-71,49.8,1.85e-67
n66,n80,both,46.5,2.21e-73,46.5,2.97e-69
n66,n81,both,50.9,2.36e-75,50.9,3.18e-71
n66,n82,both,35.4,4.81e-44,35.4,6.47e-40
n66,n83,both,37.2,2.01e-43,37.2,1.88e-39
n66,n86,both,59.8,1.99e-97,59.8,2.68e-93
n66,n87,both,42.7,2.57e-63,42.3,3.46e-59
n66,n88,both,41.9,8.72e-56,42.2,4.04e-52
n66,n89,both,61.1,6.29e-108,61.1,8.30e-104
n66,n9,both,42.0,3.13e-62,42.0,4.21e-58
n67,n68,both,39.3,8.99e-45,39.3,9.99e-41
n67,n69,both,35.1,1.03e-32,35.1,1.38e-28
n67,n7,both,39.0,7.42e-45,39.0,9.99e-41
n67,n70,both,36.6,5.49e-45,36.6,7.40e-41
n67,n71,both,35.0,1.13e-45,35.6,6.80e-42
n67,n73,both,30.3,1.89e-32,30.3,2.55e-28
n67,n74,both,35.0,6.77e-32,35.0,9.12e-28
n67,n75,both,37.6,1.38e-37,37.6,1.86e-33
n67,n76,both,35.7,2.03e-42,35.7,2.74e-38
n67,n77,both,37.3,4.10e-43,37.3,5.52e-39
n67,n78,both,32.1,1.56e-31,32.1,2.10e-27
n67,n79,both,33.2,1.31e-35,33.2,1.77e-31
n67,n8,both,34.6,1.07e-31,34.6,1.44e-27
n67,n80,both,34.8,3.02e-30,34.8,4.06e-26
n67,n81,both,32.0,1.26e-31,32.0,1.70e-27
n67,n82,both,60.8,4.94e-136,60.8,6.65e-132
n67,n83,both,32.5,2.81e-30,32.5,3.78e-26
n67,n86,both,37.5,3.33e-44,37.5,4.48e-40
n67,n87,both,34.9,8.91e-32,34.9,1.20e-27
n67,n89,both,39.8,3.40e-45,39.8,4.57e-41
n67,n9,both,36.2,3.20e-34,36.2,3.71e-30
n68,n69,both,48.1,1.62e-62,48.1,2.19e-58
n68,n7,both,88.4,2.16e-161,88.4,2.90e-157
n68,n70,both,52.0,3.77e-78,52.0,5.07e-74
n68,n71,both,54.5,4.35e-98,54.5,5.86e-94
n68,n72,both,46.2,1.75e-70,46.2,2.36e-66
n68,n73,both,45.2,3.09e-67,45.2,4.17e-63
n68,n74,both,49.8,4.31e-77,49.8,5.46e-73
n68,n75,both,51.9,5.10e-70,51.9,6.35e-66
n68,n76,both,76.6,1.66e-137,76.6,2.24e-133
n68,n77,both,84.5,3.69e-153,84.5,4.97e-149
n68,n78,both,48.5,6.22e-76,48.5,4.77e-72
n68,n79,both,31.5,4.99e-35,31.5,6.72e-31
n68,n8,both,51.3,1.33e-74,51.3,1.79e-70
n68,n80,both,48.5,1.63e-76,49.0,9.86e-73
n68,n81,both,49.0,3.39e-77,49.0,4.56e-73
n68,n82,both,36.2,7.42e-45,36.2,9.99e-41
n68,n83,both,37.2,1.82e-44,37.2,2.45e-40
n68,n86,both,59.8,1.05e-98,59.8,1.42e-94
n68,n87,both,43.3,3.96e-64,43.3,5.33e-60
n68,n88,both,43.8,1.59e-57,44.2,7.36e-54
n68,n89,both,60.7,6.16e-108,60.7,8.30e-104
n68,n9,both,42.9,5.70e-64,42.9,7.67e-60
n69,n7,both,46.5,1.62e-62,46.5,2.19e-58
n69,n70,both,47.8,4.40e-76,47.8,5.93e-72
n69,n71,both,43.0,2.34e-61,43.0,3.16e-57
n69,n72,both,47.6,1.62e-70,47.6,2.18e-66
n69,n73,both,45.8,4.62e-63,45.8,5.75e-59
n69,n74,both,55.0,3.25e-87,55.0,4.37e-83
n69,n75,both,45.8,1.57e-65,45.8,2.11e-61
n69,n76,both,42.9,7.54e-60,42.9,1.02e-55
n69,n77,both,46.5,1.37e-61,46.5,1.85e-57
n69,n78,both,48.0,7.77e-73,49.5,3.84e-71
n69,n79,both,33.2,1.39e-29,33.2,1.87e-25
n69,n8,both,58.5,3.98e-87,58.5,5.37e-83
n69,n80,both,56.3,1.01e-88,57.2,2.74e-85
n69,n81,both,51.0,2.94e-80,56.2,4.09e-81
n69,n82,both,33.5,4.31e-31,33.5,5.81e-27
n69,n83,both,40.2,2.45e-49,40.2,2.12e-45
n69,n86,both,46.4,1.70e-64,46.4,2.29e-60
n69,n87,both,51.6,4.26e-71,51.6,5.74e-67
n69,n88,both,56.6,4.24e-87,56.6,5.71e-83
n69,n89,both,46.4,4.00e-61,46.4,5.39e-57
n69,n9,both,51.1,9.80e-76,51.1,1.32e-71
n7,n70,both,50.9,5.09e-78,50.9,6.85e-74
n7,n71,both,55.6,4.29e-93,53.5,9.36e-92
n7,n72,both,45.1,2.29e-70,45.1,3.08e-66
n7,n73,both,44.3,3.54e-63,44.3,4.77e-59
n7,n74,both,49.1,7.15e-74,49.1,9.63e-70
n7,n75,both,48.9,1.03e-70,48.9,1.28e-66
n7,n76,both,76.8,3.70e-137,76.8,4.99e-133
n7,n77,both,85.9,2.31e-155,85.9,3.11e-151
n7,n78,both,48.2,9.93e-74,48.2,1.34e-69
n7,n79,both,31.9,1.83e-37,31.9,2.47e-33
n7,n8,both,51.5,3.27e-73,51.5,4.41e-69
n7,n80,both,48.7,8.95e-75,48.7,1.21e-70
n7,n81,both,46.6,9.30e-72,46.6,1.25e-67
n7,n82,both,36.5,4.81e-44,36.5,6.47e-40
n7,n83,both,38.0,1.77e-46,38.0,2.38e-42
n7,n86,both,57.9,1.68e-96,57.9,2.26e-92
n7,n87,both,42.4,1.27e-62,42.4,1.72e-58
n7,n88,both,42.6,4.33e-55,43.0,2.00e-51
n7,n89,both,61.1,5.57e-109,61.1,7.51e-105
n7,n9,both,43.4,2.71e-63,43.4,3.65e-59
n70,n71,both,47.9,3.65e-73,47.9,4.91e-69
n70,n72,both,43.5,3.10e-64,43.5,4.17e-60
n70,n73,both,43.3,6.90e-64,43.3,9.29e-60
n70,n74,both,48.5,1.76e-72,49.0,2.99e-71
n70,n75,both,47.3,5.27e-72,47.3,6.78e-68
n70,n76,both,49.6,1.94e-74,49.6,2.61e-70
n70,n77,both,47.5,7.40e-77,47.5,9.96e-73
n70,n78,both,46.7,2.00e-71,46.7,2.70e-67
n70,n79,both,33.6,1.23e-33,33.6,1.66e-29
n70,n8,both,49.1,1.47e-73,49.1,1.98e-69
n70,n80,both,48.3,2.70e-76,48.3,3.64e-72
n70,n81,both,47.8,1.81e-72,47.8,2.44e-68
n70,n82,both,33.2,1.40e-40,33.2,1.88e-36
n70,n83,both,41.7,1.49e-50,40.7,2.62e-46
n70,n86,both,46.4,7.11e-71,47.5,1.93e-67
n70,n87,both,43.0,4.84e-62,43.0,6.52e-58
n70,n88,both,46.2,2.36e-69,46.2,3.18e-65
n70,n89,both,47.9,2.29e-75,47.2,3.08e-71
n70,n9,both,47.5,9.60e-74,47.3,1.69e-69
n71,n72,both,40.3,5.56e-61,40.3,7.49e-57
n71,n73,both,43.2,1.12e-61,43.2,1.51e-57
n71,n74,both,44.9,5.30e-69,44.9,7.14e-65
n71,n75,both,49.5,3.24e-77,49.5,4.10e-73
n71,n76,both,53.9,1.50e-90,53.9,2.02e-86
n71,n77,both,55.5,4.35e-98,55.5,5.86e-94
n71,n78,both,41.8,1.18e-63,41.8,1.61e-59
n71,n8,both,46.2,7.81e-67,46.2,1.05e-62
n71,n80,both,44.4,2.11e-68,44.4,2.84e-64
n71,n81,both,48.9,1.05e-67,48.9,1.41e-63
n71,n82,both,34.9,1.24e-44,34.9,1.68e-40
n71,n83,both,38.3,3.62e-44,38.3,4.88e-40
n71,n86,both,86.4,3.95e-146,86.4,5.32e-142
n71,n87,both,37.5,8.31e-57,37.5,1.08e-52
n71,n88,both,44.6,2.54e-55,44.6,3.42e-51
n71,n89,both,56.9,3.12e-96,55.9,4.06e-95
n71,n9,both,41.7,2.42e-56,41.7,3.26e-52
n72,n73,both,56.2,2.44e-88,56.2,3.28e-84
n72,n74,both,60.9,1.17e-100,61.5,5.42e-97
n72,n75,both,43.5,5.82e-61,43.5,7.03e-57
n72,n76,both,45.9,1.76e-70,45.9,2.38e-66
n72,n77,both,44.8,3.33e-69,44.8,4.48e-65
n72,n78,both,60.4,3.51e-100,60.4,4.73e-96
n72,n8,both,60.8,1.16e-94,60.8,1.56e-90
n72,n80,both,57.9,6.81e-99,58.4,1.91e-95
n72,n81,both,61.7,4.26e-104,61.7,5.72e-100
n72,n82,both,31.2,7.18e-27,31.2,9.67e-23
n72,n83,both,50.2,5.61e-72,50.2,7.56e-68
n72,n86,both,41.2,6.67e-61,41.2,8.99e-57
n72,n87,both,59.0,4.80e-94,59.4,6.46e-90
n72,n88,both,42.9,1.88e-58,42.9,2.53e-54
n72,n89,both,41.0,8.04e-63,41.0,1.08e-58
n72,n9,both,54.8,3.16e-91,54.8,4.26e-87
n73,n74,both,54.5,1.81e-83,54.5,2.43e-79
n73,n75,both,45.0,7.29e-63,45.0,9.81e-59
n73,n76,both,45.5,2.08e-63,45.5,2.80e-59
n73,n77,both,44.8,3.42e-66,44.8,4.61e-62
n73,n78,both,54.1,1.69e-86,54.1,2.28e-82
n73,n8,both,53.2,2.59e-78,53.2,3.49e-74
n73,n80,both,50.2,2.97e-78,50.3,1.13e-76
n73,n81,both,56.9,1.62e-95,57.3,2.12e-91
n73,n82,both,33.3,6.51e-33,33.3,8.77e-29
n73,n83,both,53.8,3.20e-72,53.8,4.30e-68
n73,n86,both,46.5,2.89e-64,46.5,3.90e-60
n73,n87,both,52.7,1.40e-85,52.7,1.88e-81
n73,n88,both,41.9,6.68e-56,41.9,8.99e-52
n73,n89,both,43.2,6.47e-57,43.2,8.71e-53
n73,n9,both,51.9,4.06e-78,55.2,3.28e-84
n74,n75,both,47.9,2.23e-67,47.9,2.95e-63
n74,n76,both,45.7,2.38e-69,47.7,1.14e-70
n74,n77,both,47.3,6.05e-73,47.3,8.15e-69
n74,n78,both,57.2,2.07e-89,57.2,2.79e-85
n74,n79,both,33.2,3.13e-29,33.2,4.22e-25
n74,n8,both,78.6,1.11e-121,78.6,1.49e-117
n74,n80,both,77.0,4.27e-127,75.8,5.75e-123
n74,n81,both,61.8,2.36e-101,61.8,3.18e-97
n74,n82,both,36.2,3.84e-35,36.2,5.17e-31
n74,n83,both,47.4,6.07e-65,47.4,3.32e-62
n74,n86,both,46.7,9.29e-71,46.7,1.25e-66
n74,n87,both,58.1,3.20e-90,58.1,4.30e-86
n74,n88,both,50.0,1.06e-69,50.0,1.43e-65
n74,n89,both,47.2,5.48e-74,47.2,7.37e-70
n74,n9,both,57.2,1.75e-88,57.2,2.36e-84
n75,n76,both,45.1,4.13e-66,49.6,9.16e-65
n75,n77,both,49.8,1.65e-68,49.8,2.04e-64
n75,n78,both,46.4,1.62e-62,46.4,2.19e-58
n75,n79,both,35.2,1.69e-35,35.2,2.28e-31
n75,n8,both,49.2,7.04e-66,49.2,9.48e-62
n75,n80,both,48.6,2.79e-68,48.9,9.16e-65
n75,n81,both,49.4,4.41e-68,49.4,5.94e-64
n75,n82,both,34.1,2.44e-34,34.1,3.29e-30
n75,n83,both,38.1,6.85e-45,38.1,9.23e-41
n75,n86,both,54.9,9.59e-76,54.9,1.29e-71
n75,n87,both,44.7,4.56e-65,44.7,6.15e-61
n75,n88,both,40.0,2.27e-56,40.0,3.06e-52
n75,n89,both,55.0,1.32e-72,55.0,1.78e-68
n75,n9,both,48.4,8.61e-64,48.4,1.16e-59
n76,n77,both,79.9,3.85e-142,79.9,5.19e-138
n76,n78,both,48.0,2.01e-71,48.0,2.71e-67
n76,n79,both,31.4,2.24e-35,31.4,3.02e-31
n76,n8,both,49.6,4.73e-72,49.6,6.37e-68
n76,n80,both,49.3,1.21e-71,49.3,1.63e-67
n76,n81,both,46.3,2.23e-73,46.3,3.00e-69
n76,n82,both,34.9,4.10e-43,34.9,5.52e-39
n76,n83,both,38.0,8.82e-46,38.0,1.19e-41
n76,n86,both,55.6,2.35e-90,55.6,3.17e-86
n76,n87,both,42.2,1.66e-62,42.2,2.24e-58
n76,n88,both,43.3,3.91e-56,43.3,5.27e-52
n76,n89,both,59.2,2.00e-106,59.2,2.69e-102
n76,n9,both,43.2,5.50e-64,43.2,7.41e-60
n77,n78,both,45.2,1.10e-69,45.2,1.54e-65
n77,n79,both,32.8,2.39e-37,32.8,3.22e-33
n77,n8,both,50.0,6.18e-72,50.0,8.32e-68
n77,n80,both,45.9,6.42e-73,45.9,8.64e-69
n77,n81,both,49.8,4.49e-74,49.8,6.04e-70
n77,n82,both,35.6,2.84e-44,35.6,3.82e-40
n77,n83,both,38.6,1.96e-45,38.6,2.65e-41
n77,n86,both,59.0,1.99e-97,59.0,2.68e-93
n77,n87,both,42.2,1.78e-64,42.2,2.39e-60
n77,n88,both,42.1,3.57e-55,42.1,3.42e-51
n77,n89,both,63.2,3.51e-111,63.2,4.73e-107
n77,n9,both,41.3,1.04e-62,41.3,1.40e-58
n78,n79,both,32.6,1.32e-27,32.6,1.77e-23
n78,n8,both,60.0,1.32e-90,60.0,1.78e-86
n78,n80,both,56.7,5.43e-93,56.7,7.32e-89
n78,n81,both,60.2,4.15e-101,60.2,5.59e-97
n78,n82,both,30.5,1.66e-33,30.5,2.24e-29
n78,n83,both,46.9,8.18e-65,46.9,1.10e-60
n78,n86,both,47.2,6.89e-66,47.2,9.28e-62
n78,n87,both,54.8,3.45e-84,54.8,4.64e-80
n78,n88,both,45.4,8.14e-62,45.4,1.10e-57
n78,n89,both,42.5,1.65e-65,42.5,2.22e-61
n78,n9,both,57.0,2.14e-89,57.0,2.88e-85
n79,n8,both,34.3,6.25e-32,34.3,8.41e-28
n79,n80,both,34.7,1.78e-32,34.7,2.39e-28
n79,n81,both,32.6,1.08e-29,32.6,1.45e-25
n79,n82,both,32.8,1.04e-32,32.8,1.40e-28
n79,n83,both,30.1,1.78e-24,30.1,2.40e-20
n79,n86,both,31.0,1.45e-31,31.6,3.01e-28
n79,n88,both,31.5,2.10e-25,31.5,2.82e-21
n79,n89,both,33.9,4.52e-36,33.9,6.08e-32
n79,n9,both,33.2,1.96e-31,33.2,2.64e-27
n8,n80,both,96.9,1.26e-149,96.9,1.69e-145
n8,n81,both,63.5,2.25e-98,63.5,3.03e-94
n8,n82,both,33.5,1.07e-31,33.5,1.44e-27
n8,n83,both,48.3,8.94e-63,48.3,1.20e-58
n8,n86,both,48.9,1.68e-69,48.9,2.26e-65
n8,n87,both,59.1,9.81e-86,59.1,1.32e-81
n8,n88,both,50.0,1.05e-71,50.0,1.42e-67
n8,n89,both,47.7,1.99e-70,49.4,1.57e-66
n8,n9,both,59.5,3.60e-88,59.5,4.85e-84
n80,n81,both,60.1,3.27e-101,60.1,4.40e-97
n80,n82,both,33.7,1.77e-30,33.7,2.38e-26
n80,n83,both,47.1,1.17e-66,47.1,1.58e-62
n80,n86,both,48.4,1.58e-70,48.4,2.13e-66
n80,n87,both,56.1,1.49e-87,56.1,2.01e-83
n80,n88,both,48.1,1.87e-74,48.1,2.52e-70
n80,n89,both,45.7,7.84e-71,45.7,1.06e-66
n80,n9,both,54.9,2.20e-89,54.9,2.96e-85
n81,n82,both,34.3,9.33e-35,34.3,1.26e-30
n81,n83,both,50.9,2.97e-73,50.9,3.99e-69
n81,n86,both,49.6,3.53e-70,49.6,4.75e-66
n81,n87,both,65.3,6.04e-105,65.3,8.13e-101
n81,n88,both,50.4,1.17e-68,50.4,1.58e-64
n81,n89,both,49.5,7.51e-69,49.5,1.01e-64
n81,n9,both,62.2,1.01e-105,62.2,1.36e-101
n82,n83,both,31.7,8.12e-30,31.7,1.09e-25
n82,n86,both,35.9,7.67e-41,35.9,1.03e-36
n82,n87,both,35.2,4.60e-33,35.2,4.87e-29
n82,n88,both,30.9,2.92e-27,30.9,3.94e-23
n82,n89,both,39.3,3.07e-46,39.3,4.14e-42
n82,n9,both,36.3,1.73e-36,34.2,2.33e-32
n83,n86,both,35.8,1.83e-42,35.8,2.46e-38
n83,n87,both,48.0,4.68e-65,48.0,6.30e-61
n83,n88,both,35.7,4.20e-42,35.7,5.66e-38
n83,n89,both,35.4,7.91e-40,38.5,2.96e-40
n83,n9,both,48.1,1.55e-69,48.1,2.08e-65
n84,n85,both,31.7,6.18e-16,31.7,8.32e-12
n86,n87,both,43.1,1.82e-58,43.1,2.45e-54
n86,n88,both,45.7,1.54e-57,45.7,2.07e-53
n86,n89,both,59.1,6.83e-98,59.1,9.19e-94
n86,n9,both,42.9,1.70e-56,42.9,2.29e-52
n87,n88,both,44.1,2.01e-60,44.1,2.70e-56
n87,n89,both,41.2,5.92e-60,41.2,7.97e-56
n87,n9,both,56.6,5.86e-92,56.6,7.90e-88
n88,n89,both,43.1,2.15e-54,43.1,2.89e-50
n88,n9,both,47.7,5.10e-64,47.7,6.87e-60
n89,n9,both,46.6,2.58e-69,46.6,3.48e-65
n91,n92,both,43.3,1.74e-75,43.3,2.34e-71
n91,n93,both,33.5,1.01e-46,33.5,1.36e-42
n91,n94,both,49.1,2.11e-67,49.1,2.84e-63
n91,n95,both,49.8,3.26e-68,49.8,4.39e-64
n92,n93,both,34.4,2.22e-46,34.4,2.98e-42
n92,n94,both,59.9,1.36e-90,59.9,1.83e-86
n92,n95,both,60.6,1.60e-91,60.6,2.16e-87
n93,n94,both,37.7,1.21e-38,37.7,1.63e-34
n93,n95,both,38.0,3.18e-39,38.0,4.28e-35
n94,n95,both,98.1,1.99e-150,98.1,2.68e-146
n96,n97,both,30.2,5.58e-12,30.2,7.52e-08
n97,n98,both,33.3,2.43e-10,33.3,3.28e-06
