n213	n163	25.9	9.93	21
n47	n6	50.4	8.76e-70	254
n47	n25	47.6	1.14e-69	253
n47	n29	47.9	1.14e-69	253
n47	n41	46.2	1.49e-69	253
n47	n14	47.2	2.55e-69	252
n47	n45	47.2	2.55e-69	252
n47	n30	52.4	3.33e-69	252
n47	n11	52.4	3.33e-69	252
n47	n9	47.9	5.68e-69	251
n47	n26	52.6	5.68e-69	251
n47	n16	48.5	2.82e-68	249
n47	n33	49.5	3.68e-68	248
n47	n13	51.6	6.28e-68	248
n47	n12	50.8	6.28e-68	248
n47	n31	50.8	6.28e-68	248
n47	n10	52.0	8.2e-68	247
n47	n8	51.8	8.2e-68	247
n47	n19	44.9	3.12e-67	245
n47	n24	45.3	3.44e-66	242
n47	n34	47.1	3.56e-63	232
n47	n28	43.8	7.43e-61	224
n47	n32	42.1	8.22e-60	221
n47	n43	40.3	9.08e-59	217
n47	n40	28.3	1.12e-24	104
n47	n38	26.2	2.5e-16	76
n47	n37	25.9	1.99e-05	40
n47	n39	21.8	0.297	26
n46	n15	100.0	1.7e-174	602
n46	n44	100.0	1.7e-174	602
n46	n29	95.0	7.63e-167	576
n46	n14	93.0	2.3e-163	565
n46	n45	93.0	2.3e-163	565
n46	n25	92.7	6.68e-163	563
n46	n11	100.0	2.15e-153	532
n46	n30	100.0	2.15e-153	532
n46	n26	99.2	2.38e-152	528
n46	n8	98.9	9.05e-152	526
n46	n13	97.7	2.23e-150	522
n46	n10	98.5	3.22e-149	518
n46	n31	93.1	9.07e-144	500
n46	n12	93.1	9.07e-144	500
n46	n23	81.1	2.64e-143	498
n46	n22	80.4	2.47e-141	492
n46	n27	80.4	2.47e-141	492
n46	n16	75.1	1.32e-118	416
n46	n24	61.4	7.03e-104	367
n46	n2	64.6	2.59e-98	349
n46	n6	60.1	5.76e-98	347
n46	n5	59.8	7.53e-98	347
n46	n9	55.6	6.82e-91	324
n46	n33	58.2	1.2e-87	313
n46	n34	57.4	1.57e-87	313
n46	n28	55.0	5.6e-85	304
n46	n32	49.7	2.2e-81	292
n46	n18	51.4	9.24e-80	287
n46	n42	51.7	6.62e-78	281
n46	n7	49.4	2.78e-76	275
n46	n1	50.3	2.88e-73	265
n46	n4	49.1	1.09e-72	263
n46	n19	44.3	4.16e-72	262
n46	n21	48.6	1.34e-70	257
n46	n36	48.9	1.25e-68	250
n46	n41	45.5	3.64e-68	248
n46	n20	48.6	4.03e-67	245
n46	n43	38.2	4.62e-55	205
n46	n40	30.4	1.11e-24	104
n46	n38	26.4	2.74e-15	73
n46	n17	33.3	5.18e-06	42
n46	n37	27.2	4.38e-05	39
n46	n35	21.3	0.000371	36
n46	n3	22.0	0.00108	34
n46	n39	26.3	0.0156	30
n46	n39	21.6	0.0454	29
n46	n3	21.8	0.101	28
n46	n35	28.6	1.12	24
n45	n14	100.0	4.12e-187	644
n45	n29	96.6	3.74e-180	621
n45	n25	99.0	3.07e-174	601
n45	n15	93.0	2.43e-163	565
n45	n44	93.0	2.43e-163	565
n45	n31	100.0	2.7e-154	535
n45	n12	100.0	2.7e-154	535
n45	n23	84.4	3.09e-150	521
n45	n13	94.6	4.61e-146	507
n45	n27	82.4	7.87e-146	507
n45	n22	82.4	7.87e-146	507
n45	n26	93.1	5.64e-144	500
n45	n11	93.1	9.62e-144	500
n45	n30	93.1	9.62e-144	500
n45	n8	92.7	2.14e-143	498
n45	n10	91.6	1.44e-139	486
n45	n16	76.6	2.3e-121	425
n45	n24	61.7	3.02e-105	372
n45	n6	59.8	1.04e-97	347
n45	n5	59.5	3.03e-97	345
n45	n2	63.9	1.5e-96	343
n45	n9	53.5	7.48e-88	314
n45	n33	57.1	4.11e-86	308
n45	n34	56.4	5.36e-86	308
n45	n28	55.0	3.48e-85	305
n45	n32	49.3	3.37e-80	289
n45	n18	49.7	4.55e-77	278
n45	n7	49.5	3.85e-76	275
n45	n42	45.1	6.57e-76	274
n45	n19	45.3	1.16e-72	263
n45	n1	49.3	7.52e-72	261
n45	n4	48.4	3.73e-71	258
n45	n21	47.2	2.67e-69	252
n45	n36	47.7	8.6e-68	247
n45	n20	47.5	6.16e-66	241
n45	n41	44.3	1.05e-65	240
n45	n43	41.0	6.39e-55	205
n45	n40	29.1	9.96e-24	101
n45	n38	26.0	4.19e-14	69
n45	n37	28.3	9.36e-06	41
n45	n35	22.4	2.72e-05	40
n45	n3	22.7	4.65e-05	39
n45	n17	29.0	6.07e-05	39
n45	n39	20.7	0.00969	31
n45	n39	25.0	0.0282	30
n44	n15	100.0	1.7e-174	602
n44	n29	95.0	7.63e-167	576
n44	n14	93.0	2.3e-163	565
n44	n25	92.7	6.68e-163	563
n44	n11	100.0	2.15e-153	532
n44	n30	100.0	2.15e-153	532
n44	n26	99.2	2.38e-152	528
n44	n8	98.9	9.05e-152	526
n44	n13	97.7	2.23e-150	522
n44	n10	98.5	3.22e-149	518
n44	n31	93.1	9.07e-144	500
n44	n12	93.1	9.07e-144	500
n44	n23	81.1	2.64e-143	498
n44	n27	80.4	2.47e-141	492
n44	n22	80.4	2.47e-141	492
n44	n16	75.1	1.32e-118	416
n44	n24	61.4	7.03e-104	367
n44	n2	64.6	2.59e-98	349
n44	n6	60.1	5.76e-98	347
n44	n5	59.8	7.53e-98	347
n44	n9	55.6	6.82e-91	324
n44	n33	58.2	1.2e-87	313
n44	n34	57.4	1.57e-87	313
n44	n28	55.0	5.6e-85	304
n44	n32	49.7	2.2e-81	292
n44	n18	51.4	9.24e-80	287
n44	n42	51.7	6.62e-78	281
n44	n7	49.4	2.78e-76	275
n44	n1	50.3	2.88e-73	265
n44	n4	49.1	1.09e-72	263
n44	n19	44.3	4.16e-72	262
n44	n21	48.6	1.34e-70	257
n44	n36	48.9	1.25e-68	250
n44	n41	45.5	3.64e-68	248
n44	n20	48.6	4.03e-67	245
n44	n43	38.2	4.62e-55	205
n44	n40	30.4	1.11e-24	104
n44	n38	26.4	2.74e-15	73
n44	n17	33.3	5.18e-06	42
n44	n37	27.2	4.38e-05	39
n44	n35	21.3	0.000371	36
n44	n3	22.0	0.00108	34
n44	n39	26.3	0.0156	30
n44	n39	21.6	0.0454	29
n44	n3	21.8	0.101	28
n44	n35	28.6	1.12	24
n43	n20	48.0	3.27e-67	245
n43	n7	42.6	2.86e-63	232
n43	n19	42.6	1.86e-62	230
n43	n36	42.4	3.87e-60	222
n43	n18	40.7	1.13e-59	220
n43	n42	39.9	1.92e-59	220
n43	n21	40.3	9.53e-59	217
n43	n4	39.2	9.53e-59	217
n43	n16	44.0	4.73e-58	215
n43	n1	44.2	1.05e-57	214
n43	n25	38.8	2.2e-55	206
n43	n15	38.2	4.9e-55	205
n43	n14	41.0	6.39e-55	205
n43	n6	45.0	8.35e-55	204
n43	n13	44.5	8.35e-55	204
n43	n26	44.3	1.09e-54	204
n43	n29	40.5	1.42e-54	203
n43	n31	44.1	2.43e-54	203
n43	n12	44.1	2.43e-54	203
n43	n11	44.2	3.17e-54	202
n43	n30	44.2	3.17e-54	202
n43	n23	38.6	5.41e-54	201
n43	n27	38.9	5.41e-54	201
n43	n8	43.9	5.41e-54	201
n43	n22	38.9	5.41e-54	201
n43	n10	43.8	7.82e-53	198
n43	n5	40.8	8.64e-52	194
n43	n28	41.2	8.64e-52	194
n43	n41	42.4	1.93e-51	193
n43	n33	43.4	2.51e-51	193
n43	n24	36.2	5.6e-51	191
n43	n2	40.5	1.63e-50	190
n43	n9	36.1	3.4e-48	182
n43	n34	42.1	5.8e-48	181
n43	n32	37.6	7.83e-45	171
n43	n40	26.8	2.72e-13	66
n43	n3	31.3	7.93e-05	38
n43	n35	30.4	0.000177	37
n43	n37	40.0	0.0282	30
n42	n18	69.1	3.3e-115	405
n42	n4	65.0	4.77e-106	375
n42	n21	64.2	7.88e-101	357
n42	n41	56.1	2.8e-98	349
n42	n1	62.1	3.66e-98	349
n42	n36	59.1	5.3e-89	318
n42	n7	53.5	1.76e-84	303
n42	n19	51.7	6.49e-79	285
n42	n30	51.9	9.38e-78	281
n42	n11	51.9	9.38e-78	281
n42	n15	51.7	9.38e-78	281
n42	n27	50.6	7.94e-77	278
n42	n22	50.6	7.94e-77	278
n42	n26	51.1	1.04e-76	277
n42	n8	50.9	2.31e-76	276
n42	n13	50.7	6.72e-76	275
n42	n14	45.1	8.78e-76	274
n42	n10	51.1	1.95e-75	273
n42	n12	50.4	1.95e-75	273
n42	n31	50.4	1.95e-75	273
n42	n20	51.3	4.36e-75	272
n42	n29	50.2	4.36e-75	272
n42	n25	45.8	5.69e-75	272
n42	n23	45.3	4.82e-74	268
n42	n2	49.1	6.29e-74	268
n42	n9	49.5	8.21e-74	268
n42	n16	50.0	8.21e-74	268
n42	n24	49.6	3.12e-73	266
n42	n6	48.7	4.51e-72	262
n42	n33	45.5	1.45e-70	257
n42	n34	46.0	3.34e-67	246
n42	n5	46.7	8.23e-66	241
n42	n32	45.0	7.71e-64	235
n42	n28	43.5	2.93e-63	233
n42	n40	27.3	1.2e-24	104
n42	n38	30.5	2.2e-18	84
n42	n37	30.4	9.57e-06	42
n42	n3	25.7	0.000686	35
n42	n35	25.0	0.00153	34
n42	n4	25.2	0.00153	34
n42	n17	25.0	0.71	25
n41	n18	52.6	5.67e-85	304
n41	n4	51.4	4.49e-82	295
n41	n1	49.6	2.47e-72	262
n41	n7	46.8	7.19e-72	261
n41	n36	47.8	1.6e-71	260
n41	n19	44.0	3.94e-70	255
n41	n21	46.2	1.5e-69	253
n41	n15	45.5	3.69e-68	248
n41	n23	44.5	1.4e-67	247
n41	n11	48.7	3.13e-67	245
n41	n30	48.7	3.13e-67	245
n41	n26	48.3	1.55e-66	243
n41	n8	48.3	2.03e-66	243
n41	n22	44.2	3.46e-66	242
n41	n27	44.2	3.46e-66	242
n41	n20	43.5	5.89e-66	241
n41	n14	44.3	1.01e-65	240
n41	n9	47.6	1.01e-65	240
n41	n25	43.9	2.93e-65	239
n41	n13	47.6	3.82e-65	238
n41	n29	43.9	4.99e-65	238
n41	n10	48.0	6.52e-65	238
n41	n12	47.2	8.51e-65	237
n41	n31	47.2	8.51e-65	237
n41	n6	46.9	7.21e-64	234
n41	n2	46.9	7.97e-63	231
n41	n33	43.9	3.95e-62	228
n41	n5	45.1	9.74e-61	224
n41	n16	44.0	4.83e-60	221
n41	n34	43.0	2.03e-58	216
n41	n24	43.8	3.46e-58	215
n41	n32	38.4	1.97e-53	200
n41	n28	39.9	1.84e-51	193
n41	n40	26.5	3.74e-20	89
n41	n38	26.4	4.59e-10	55
n41	n3	22.7	0.000169	37
n41	n35	22.4	0.000491	35
n40	n16	33.9	7.46e-26	108
n40	n36	30.7	2.83e-25	106
n40	n19	26.0	6.31e-25	105
n40	n1	30.1	6.31e-25	105
n40	n21	28.3	1.08e-24	104
n40	n7	27.9	1.08e-24	104
n40	n15	30.4	1.08e-24	104
n40	n2	31.2	3.13e-24	102
n40	n24	29.1	3.13e-24	102
n40	n11	30.5	6.98e-24	101
n40	n30	30.5	6.98e-24	101
n40	n14	29.1	9.11e-24	101
n40	n4	27.0	9.11e-24	101
n40	n8	30.5	1.19e-23	101
n40	n26	30.5	1.55e-23	100
n40	n12	31.1	2.03e-23	100
n40	n13	30.5	2.03e-23	100
n40	n23	29.8	2.03e-23	100
n40	n31	31.1	2.03e-23	100
n40	n18	25.7	2.65e-23	99
n40	n27	28.8	4.52e-23	99
n40	n29	29.1	4.52e-23	99
n40	n22	28.8	4.52e-23	99
n40	n25	28.7	4.52e-23	99
n40	n5	29.8	2.93e-22	96
n40	n10	30.0	5e-22	95
n40	n6	28.3	2.48e-21	93
n40	n9	29.3	1.23e-20	91
n40	n32	25.3	4.68e-20	89
n40	n33	28.6	1.04e-19	87
n40	n28	30.0	1.36e-19	87
n40	n34	26.3	1.51e-18	84
n40	n20	25.7	1.01e-14	71
n40	n38	24.3	5.37e-08	49
n40	n24	23.1	0.044	29
n40	n5	30.8	0.487	25
n40	n3	31.0	0.487	25
n40	n35	28.6	1.42	24
n39	n37	35.4	2.57e-38	149
n39	n35	27.3	2.77e-08	49
n39	n3	26.5	1.05e-07	47
n39	n32	23.2	4.89e-05	39
n39	n6	24.7	0.000186	37
n39	n5	25.0	0.000317	36
n39	n27	30.8	0.000414	35
n39	n22	30.8	0.000414	35
n39	n24	26.0	0.00157	33
n39	n23	31.2	0.00205	33
n39	n25	21.4	0.00205	33
n39	n29	21.4	0.00458	32
n39	n28	26.6	0.00598	32
n39	n8	28.9	0.00781	31
n39	n10	26.3	0.00781	31
n39	n14	20.7	0.00781	31
n39	n31	20.7	0.00781	31
n39	n12	20.7	0.00781	31
n39	n11	26.3	0.0133	30
n39	n26	26.3	0.0133	30
n39	n30	26.3	0.0133	30
n39	n15	26.3	0.0133	30
n39	n13	22.3	0.0174	30
n39	n27	21.6	0.0174	30
n39	n38	21.4	0.0174	30
n39	n22	21.6	0.0174	30
n39	n26	22.3	0.0174	30
n39	n12	25.0	0.0227	30
n39	n29	25.0	0.0227	30
n39	n13	25.0	0.0227	30
n39	n14	25.0	0.0227	30
n39	n31	25.0	0.0227	30
n39	n23	21.6	0.0227	30
n39	n25	25.0	0.0227	30
n39	n8	21.6	0.0387	29
n39	n11	21.6	0.0387	29
n39	n30	21.6	0.0387	29
n39	n15	21.6	0.0387	29
n39	n5	25.2	0.0661	28
n39	n4	23.2	0.0863	28
n39	n2	23.9	0.0863	28
n39	n6	23.7	0.113	27
n39	n10	22.3	0.147	27
n39	n16	20.2	0.147	27
n39	n21	21.8	0.251	26
n39	n18	22.9	0.328	26
n39	n9	25.3	0.559	25
n39	n33	23.4	0.954	24
n39	n32	28.6	0.954	24
n39	n2	20.2	2.13	23
n38	n1	28.5	4.35e-18	83
n38	n4	26.0	9.7e-18	82
n38	n18	25.9	1.65e-17	81
n38	n7	29.9	4.81e-17	79
n38	n21	26.2	4.08e-16	76
n38	n6	27.1	1.55e-15	74
n38	n27	25.5	4.51e-15	73
n38	n22	25.5	4.51e-15	73
n38	n33	24.9	4.51e-15	73
n38	n5	24.9	5.88e-15	72
n38	n32	23.2	1e-14	72
n38	n15	27.9	1e-14	72
n38	n2	28.8	1.31e-14	71
n38	n9	28.9	2.92e-14	70
n38	n11	28.8	3.81e-14	70
n38	n30	28.8	3.81e-14	70
n38	n10	28.8	3.81e-14	70
n38	n16	27.9	6.51e-14	69
n38	n8	28.8	6.51e-14	69
n38	n26	28.3	1.11e-13	68
n38	n23	24.6	1.11e-13	68
n38	n12	27.7	1.45e-13	68
n38	n31	27.7	1.45e-13	68
n38	n14	27.7	1.45e-13	68
n38	n36	27.7	1.89e-13	67
n38	n29	26.6	3.23e-13	67
n38	n25	27.2	4.22e-13	66
n38	n13	27.7	7.19e-13	65
n38	n34	25.2	1.6e-12	64
n38	n28	27.0	1.6e-12	64
n38	n24	23.7	8.79e-11	59
n38	n30	24.1	1.08	25
n38	n11	24.1	1.08	25
n38	n15	24.1	1.08	25
n38	n10	24.1	1.08	25
n38	n17	24.6	5.35	23
n37	n3	32.9	8.5e-21	91
n37	n35	32.4	1.11e-20	91
n37	n32	28.7	6.98e-07	45
n37	n36	29.3	2.65e-06	43
n37	n25	27.6	3.47e-06	42
n37	n33	28.5	3.47e-06	42
n37	n29	27.6	5.91e-06	42
n37	n14	28.3	7.72e-06	41
n37	n12	28.3	7.72e-06	41
n37	n31	28.3	7.72e-06	41
n37	n23	27.6	1.01e-05	41
n37	n19	27.5	1.01e-05	41
n37	n18	31.5	1.01e-05	41
n37	n7	30.1	1.32e-05	40
n37	n21	25.9	1.72e-05	40
n37	n22	26.8	2.25e-05	40
n37	n27	26.8	2.25e-05	40
n37	n26	27.2	2.93e-05	39
n37	n13	27.2	2.93e-05	39
n37	n15	27.2	3.83e-05	39
n37	n11	27.2	3.83e-05	39
n37	n30	27.2	3.83e-05	39
n37	n10	27.2	6.53e-05	38
n37	n34	26.7	6.53e-05	38
n37	n35	37.9	8.53e-05	38
n37	n16	25.2	8.53e-05	38
n37	n8	26.4	0.000146	37
n37	n9	27.2	0.00019	37
n37	n4	25.4	0.000324	36
n37	n1	29.3	0.000424	35
n37	n20	28.8	0.00161	33
n37	n33	26.6	0.0232	30
n37	n6	30.7	0.0676	28
n37	n24	33.9	0.0883	28
n37	n2	28.7	0.115	27
n37	n5	25.3	0.336	26
n37	n4	27.5	0.748	25
n37	n28	35.1	1.28	24
n36	n7	55.5	4.69e-103	364
n36	n19	53.8	5.37e-99	351
n36	n20	56.4	4.71e-87	311
n36	n18	55.8	4.57e-82	295
n36	n4	50.5	1.33e-81	293
n36	n1	54.8	8.91e-78	280
n36	n21	54.5	1.86e-75	273
n36	n16	48.1	5.79e-69	251
n36	n11	48.9	1.29e-68	250
n36	n30	48.9	1.29e-68	250
n36	n15	48.9	1.29e-68	250
n36	n26	48.5	3.75e-68	248
n36	n6	50.2	4.9e-68	248
n36	n25	47.7	6.4e-68	248
n36	n23	48.9	6.4e-68	248
n36	n31	47.7	8.36e-68	247
n36	n14	47.7	8.36e-68	247
n36	n12	47.7	8.36e-68	247
n36	n29	47.7	8.36e-68	247
n36	n13	48.1	1.09e-67	247
n36	n27	48.2	1.43e-67	247
n36	n22	48.2	1.43e-67	247
n36	n10	48.5	3.18e-67	245
n36	n8	48.1	3.18e-67	245
n36	n24	45.0	9.24e-67	244
n36	n2	46.4	5.07e-65	238
n36	n9	43.5	1.25e-63	233
n36	n5	44.7	8.95e-62	227
n36	n33	42.9	5.8e-61	225
n36	n28	45.8	9.9e-61	224
n36	n34	41.6	1.58e-58	216
n36	n32	41.3	1.02e-57	214
n36	n35	25.4	0.000499	35
n36	n3	31.0	0.00248	33
n35	n3	95.1	2.23e-202	695
n35	n24	23.3	1.87e-07	47
n35	n23	21.0	2.7e-06	44
n35	n25	22.9	1.02e-05	42
n35	n9	25.9	1.02e-05	42
n35	n22	21.4	1.02e-05	42
n35	n27	21.4	1.02e-05	42
n35	n31	22.4	3.89e-05	40
n35	n14	22.4	3.89e-05	40
n35	n12	22.4	3.89e-05	40
n35	n29	23.2	5.09e-05	39
n35	n26	21.7	8.68e-05	39
n35	n8	21.7	0.000113	38
n35	n18	24.7	0.000148	38
n35	n7	26.2	0.000193	37
n35	n13	21.7	0.000431	36
n35	n11	21.3	0.000562	36
n35	n30	21.3	0.000562	36
n35	n15	21.3	0.000562	36
n35	n33	25.9	0.000734	35
n35	n20	20.5	0.00214	34
n35	n5	21.4	0.00214	34
n35	n16	21.8	0.00279	33
n35	n6	26.6	0.0106	32
n35	n34	24.6	0.0236	30
n35	n10	20.8	0.0687	29
n35	n6	30.7	2.21	24
n35	n5	32.8	3.77	23
n34	n33	92.2	3.69e-158	547
n34	n27	57.9	2.14e-89	319
n34	n22	57.9	2.14e-89	319
n34	n15	57.4	1.17e-87	313
n34	n29	56.7	2.89e-86	309
n34	n14	56.4	3.77e-86	308
n34	n25	56.0	1.1e-85	307
n34	n11	60.1	1.87e-85	306
n34	n30	60.1	1.87e-85	306
n34	n8	60.3	2.44e-85	305
n34	n23	54.2	2.44e-85	305
n34	n6	56.9	5.45e-85	304
n34	n26	59.9	9.29e-85	304
n34	n5	57.6	4.61e-84	301
n34	n13	59.3	6.02e-84	301
n34	n10	59.7	6.02e-84	301
n34	n31	58.8	1.03e-83	300
n34	n12	58.8	1.03e-83	300
n34	n16	59.7	2.99e-83	299
n34	n24	53.3	2.53e-82	295
n34	n9	53.4	9.95e-79	283
n34	n32	49.8	5.11e-75	271
n34	n2	52.7	1.14e-74	270
n34	n28	45.7	7.4e-66	241
n34	n19	44.5	4.06e-64	235
n34	n18	46.8	5.3e-64	235
n34	n7	44.5	6.92e-64	234
n34	n21	47.1	3.44e-63	232
n34	n1	44.7	3.44e-63	232
n34	n4	46.2	3.55e-60	222
n34	n20	40.9	1.22e-52	197
n34	n3	26.2	0.00399	32
n34	n17	23.8	0.168	27
n33	n27	58.1	1.13e-90	323
n33	n22	58.1	1.13e-90	323
n33	n23	56.0	5.26e-88	314
n33	n15	58.2	8.98e-88	314
n33	n5	59.0	4.46e-87	311
n33	n16	61.3	1.69e-86	309
n33	n29	57.5	1.69e-86	309
n33	n14	57.1	2.89e-86	309
n33	n8	60.7	3.77e-86	308
n33	n6	56.9	3.77e-86	308
n33	n11	60.1	4.93e-86	308
n33	n30	60.1	4.93e-86	308
n33	n25	56.7	4.93e-86	308
n33	n26	59.9	1.43e-85	306
n33	n13	59.3	1.21e-84	303
n33	n12	58.8	1.58e-84	303
n33	n31	58.8	1.58e-84	303
n33	n10	59.7	1.58e-84	303
n33	n9	55.6	1.34e-83	300
n33	n24	54.4	7.36e-82	294
n33	n2	54.7	1.88e-77	279
n33	n32	51.1	2.45e-77	279
n33	n28	47.1	1.44e-69	253
n33	n21	49.5	3.55e-68	248
n33	n7	46.6	4.63e-68	248
n33	n1	47.3	7.9e-68	247
n33	n18	48.6	1.76e-67	246
n33	n19	45.9	6.69e-67	244
n33	n4	47.5	1.18e-63	233
n33	n20	41.6	1.55e-55	206
n33	n3	27.4	0.000124	37
n33	n17	23.9	0.00234	33
n32	n6	55.6	1.14e-90	323
n32	n5	51.9	1.03e-83	300
n32	n27	52.9	2.3e-83	299
n32	n22	52.9	2.3e-83	299
n32	n15	49.7	2.15e-81	292
n32	n24	50.0	3.67e-81	292
n32	n23	50.9	8.17e-81	290
n32	n29	49.0	3.1e-80	289
n32	n14	49.3	3.1e-80	289
n32	n25	49.0	5.29e-80	288
n32	n2	51.9	9.03e-80	287
n32	n16	52.9	3.43e-79	285
n32	n9	49.8	3.79e-78	282
n32	n11	51.0	4.64e-76	275
n32	n30	51.0	4.64e-76	275
n32	n26	50.6	2.3e-75	272
n32	n8	50.6	2.3e-75	272
n32	n12	50.2	8.75e-75	270
n32	n13	50.2	8.75e-75	270
n32	n31	50.2	8.75e-75	270
n32	n10	49.8	1.82e-72	263
n32	n28	47.7	2.91e-70	255
n32	n18	47.3	1.89e-69	253
n32	n7	44.3	4.98e-62	228
n32	n4	44.4	3.23e-61	225
n32	n1	44.5	3.23e-61	225
n32	n19	42.8	9.39e-61	224
n32	n21	42.1	7.95e-60	221
n32	n20	40.9	2.24e-54	203
n32	n3	28.4	3.5e-07	46
n32	n17	29.0	1.92e-05	40
n31	n12	100.0	5.83e-155	537
n31	n14	100.0	2.22e-154	535
n31	n25	99.2	1.88e-153	532
n31	n29	97.3	5.65e-150	520
n31	n13	94.7	9.97e-147	509
n31	n11	93.1	2.08e-144	502
n31	n30	93.1	2.08e-144	502
n31	n26	93.1	4.63e-144	500
n31	n15	93.1	7.9e-144	500
n31	n8	92.7	5.12e-143	497
n31	n10	91.6	3.11e-140	488
n31	n22	85.8	3.55e-136	474
n31	n27	85.8	3.55e-136	474
n31	n23	85.8	6.06e-136	473
n31	n16	76.7	4.98e-122	427
n31	n24	66.0	2.32e-103	365
n31	n2	64.0	3.25e-97	345
n31	n6	61.1	3.97e-95	338
n31	n5	60.8	1.28e-93	333
n31	n9	59.3	5.75e-86	307
n31	n28	56.0	4.56e-83	298
n31	n7	51.9	1.02e-74	270
n31	n18	49.8	3.87e-74	268
n31	n4	48.7	1.29e-69	253
n31	n19	48.0	1.29e-69	253
n31	n1	49.6	4.89e-69	251
n31	n21	50.8	5.41e-68	248
n31	n20	48.0	1.92e-65	239
n31	n3	23.7	3.82e-05	39
n31	n17	29.0	4.98e-05	39
n31	n3	27.5	1.27	24
n30	n11	100.0	4.94e-154	533
n30	n15	100.0	1.88e-153	532
n30	n26	99.2	2.07e-152	528
n30	n8	98.9	2.29e-151	525
n30	n13	97.7	5.11e-151	523
n30	n10	98.5	7.38e-150	520
n30	n29	94.3	8.44e-146	506
n30	n12	93.1	2.08e-144	502
n30	n14	93.1	7.9e-144	500
n30	n25	92.3	6.69e-143	497
n30	n22	83.1	4.5e-131	457
n30	n27	83.1	4.5e-131	457
n30	n23	82.4	3.22e-129	451
n30	n16	75.2	3.02e-119	418
n30	n24	65.3	2.18e-101	359
n30	n2	64.8	5.93e-99	351
n30	n6	61.5	2.33e-95	339
n30	n5	61.2	5.74e-94	334
n30	n9	59.7	7.26e-89	317
n30	n28	56.0	7.78e-83	297
n30	n18	52.0	3.74e-77	278
n30	n7	52.2	1.33e-74	270
n30	n4	49.4	4e-71	258
n30	n1	51.1	8.92e-71	257
n30	n21	52.4	2.87e-69	252
n30	n19	46.8	1.09e-68	250
n30	n20	49.1	1.33e-66	243
n30	n17	33.3	4.51e-06	42
n30	n3	22.0	0.00094	34
n30	n3	21.8	0.088	28
n29	n14	96.6	3.74e-180	621
n29	n25	97.7	9.23e-171	589
n29	n15	95.0	8.08e-167	576
n29	n12	97.3	6.88e-150	520
n29	n13	96.6	7.6e-149	517
n29	n26	95.0	9.29e-147	510
n29	n11	94.3	1.03e-145	506
n29	n23	81.7	1.34e-145	506
n29	n8	93.9	2.29e-145	505
n29	n27	81.1	3.65e-143	498
n29	n22	81.1	3.65e-143	498
n29	n10	93.1	5.28e-142	494
n29	n16	75.9	7.41e-120	420
n29	n24	61.7	2.56e-104	369
n29	n5	60.5	3.58e-98	348
n29	n2	64.6	7.98e-98	347
n29	n6	60.1	7.98e-98	347
n29	n9	53.4	8e-90	320
n29	n28	55.0	2.66e-85	305
n29	n18	50.0	1.56e-77	280
n29	n7	49.0	1.12e-75	273
n29	n19	45.3	2.58e-72	262
n29	n1	49.7	7.52e-72	261
n29	n4	49.1	1.67e-71	260
n29	n21	47.9	1.2e-69	253
n29	n20	48.2	2.12e-66	243
n29	n3	23.9	2.09e-05	40
n29	n17	28.0	0.000177	37
n28	n6	55.1	2.8e-86	309
n28	n25	54.3	9e-85	304
n28	n22	52.8	1.18e-84	303
n28	n16	59.1	1.18e-84	303
n28	n27	52.8	1.18e-84	303
n28	n14	54.3	1.18e-84	303
n28	n15	54.3	2.01e-84	302
n28	n12	56.0	4.94e-83	298
n28	n11	56.0	8.43e-83	297
n28	n26	56.0	1.1e-82	297
n28	n5	52.0	1.88e-82	296
n28	n13	56.0	2.45e-82	295
n28	n23	52.5	4.18e-82	295
n28	n8	55.6	5.46e-82	294
n28	n9	55.0	7.14e-82	294
n28	n2	56.5	1.22e-81	293
n28	n10	55.1	1.14e-79	287
n28	n24	49.5	8.16e-78	280
n28	n18	41.5	5.32e-61	225
n28	n21	43.8	6.94e-61	224
n28	n4	43.4	1.55e-60	223
n28	n1	41.9	8.49e-59	217
n28	n19	41.7	6.08e-57	211
n28	n7	40.6	7.94e-57	211
n28	n20	38.8	1.31e-51	193
n28	n17	22.4	0.000205	37
n27	n22	100.0	1.01e-171	592
n27	n23	92.7	8.03e-161	556
n27	n14	82.4	4.28e-146	507
n27	n25	81.7	3.62e-145	504
n27	n15	80.4	1.42e-141	492
n27	n12	85.8	4.01e-136	474
n27	n26	83.1	2.98e-131	458
n27	n11	83.1	5.08e-131	457
n27	n8	82.8	1.13e-130	456
n27	n13	82.4	9.58e-130	453
n27	n10	81.6	7.59e-127	443
n27	n16	77.8	8.68e-123	430
n27	n6	62.0	4.48e-103	364
n27	n5	60.3	1.44e-101	359
n27	n24	59.2	3.55e-100	355
n27	n2	64.3	1.82e-96	342
n27	n9	57.0	1.04e-91	327
n27	n18	49.3	1.77e-75	273
n27	n21	49.7	4.83e-73	265
n27	n7	47.0	8.24e-73	264
n27	n4	49.8	4.09e-72	262
n27	n19	46.0	2.65e-71	259
n27	n1	49.0	4.23e-69	252
n27	n20	46.2	1.51e-66	243
n27	n17	30.1	8.69e-06	41
n27	n3	21.7	2.53e-05	40
n26	n15	99.2	2.07e-152	528
n26	n11	99.2	2.07e-152	528
n26	n8	98.9	1.34e-151	525
n26	n13	98.5	1.75e-151	525
n26	n10	97.7	3.09e-148	514
n26	n12	93.1	4.61e-144	500
