v213	v163	25.9	9.93	21
v047	v006	50.4	8.76e-70	254
v047	v025	47.6	1.14e-69	253
v047	v029	47.9	1.14e-69	253
v047	v041	46.2	1.49e-69	253
v047	v014	47.2	2.55e-69	252
v047	v045	47.2	2.55e-69	252
v047	v030	52.4	3.33e-69	252
v047	v011	52.4	3.33e-69	252
v047	v009	47.9	5.68e-69	251
v047	v026	52.6	5.68e-69	251
v047	v016	48.5	2.82e-68	249
v047	v033	49.5	3.68e-68	248
v047	v013	51.6	6.28e-68	248
v047	v012	50.8	6.28e-68	248
v047	v031	50.8	6.28e-68	248
v047	v010	52.0	8.2e-68	247
v047	v008	51.8	8.2e-68	247
v047	v019	44.9	3.12e-67	245
v047	v024	45.3	3.44e-66	242
v047	v034	47.1	3.56e-63	232
v047	v028	43.8	7.43e-61	224
v047	v032	42.1	8.22e-60	221
v047	v043	40.3	9.08e-59	217
v047	v040	28.3	1.12e-24	104
v047	v038	26.2	2.5e-16	76
v047	v037	25.9	1.99e-05	40
v047	v039	21.8	0.297	26
v046	v015	100.0	1.7e-174	602
v046	v044	100.0	1.7e-174	602
v046	v029	95.0	7.63e-167	576
v046	v014	93.0	2.3e-163	565
v046	v045	93.0	2.3e-163	565
v046	v025	92.7	6.68e-163	563
v046	v011	100.0	2.15e-153	532
v046	v030	100.0	2.15e-153	532
v046	v026	99.2	2.38e-152	528
v046	v008	98.9	9.05e-152	526
v046	v013	97.7	2.23e-150	522
v046	v010	98.5	3.22e-149	518
v046	v031	93.1	9.07e-144	500
v046	v012	93.1	9.07e-144	500
v046	v023	81.1	2.64e-143	498
v046	v022	80.4	2.47e-141	492
v046	v027	80.4	2.47e-141	492
v046	v016	75.1	1.32e-118	416
v046	v024	61.4	7.03e-104	367
v046	v002	64.6	2.59e-98	349
v046	v006	60.1	5.76e-98	347
v046	v005	59.8	7.53e-98	347
v046	v009	55.6	6.82e-91	324
v046	v033	58.2	1.2e-87	313
v046	v034	57.4	1.57e-87	313
v046	v028	55.0	5.6e-85	304
v046	v032	49.7	2.2e-81	292
v046	v018	51.4	9.24e-80	287
v046	v042	51.7	6.62e-78	281
v046	v007	49.4	2.78e-76	275
v046	v001	50.3	2.88e-73	265
v046	v004	49.1	1.09e-72	263
v046	v019	44.3	4.16e-72	262
v046	v021	48.6	1.34e-70	257
v046	v036	48.9	1.25e-68	250
v046	v041	45.5	3.64e-68	248
v046	v020	48.6	4.03e-67	245
v046	v043	38.2	4.62e-55	205
v046	v040	30.4	1.11e-24	104
v046	v038	26.4	2.74e-15	73
v046	v017	33.3	5.18e-06	42
v046	v037	27.2	4.38e-05	39
v046	v035	21.3	0.000371	36
v046	v003	22.0	0.00108	34
v046	v039	26.3	0.0156	30
v046	v039	21.6	0.0454	29
v046	v003	21.8	0.101	28
v046	v035	28.6	1.12	24
v045	v014	100.0	4.12e-187	644
v045	v029	96.6	3.74e-180	621
v045	v025	99.0	3.07e-174	601
v045	v015	93.0	2.43e-163	565
v045	v044	93.0	2.43e-163	565
v045	v031	100.0	2.7e-154	535
v045	v012	100.0	2.7e-154	535
v045	v023	84.4	3.09e-150	521
v045	v013	94.6	4.61e-146	507
v045	v027	82.4	7.87e-146	507
v045	v022	82.4	7.87e-146	507
v045	v026	93.1	5.64e-144	500
v045	v011	93.1	9.62e-144	500
v045	v030	93.1	9.62e-144	500
v045	v008	92.7	2.14e-143	498
v045	v010	91.6	1.44e-139	486
v045	v016	76.6	2.3e-121	425
v045	v024	61.7	3.02e-105	372
v045	v006	59.8	1.04e-97	347
v045	v005	59.5	3.03e-97	345
v045	v002	63.9	1.5e-96	343
v045	v009	53.5	7.48e-88	314
v045	v033	57.1	4.11e-86	308
v045	v034	56.4	5.36e-86	308
v045	v028	55.0	3.48e-85	305
v045	v032	49.3	3.37e-80	289
v045	v018	49.7	4.55e-77	278
v045	v007	49.5	3.85e-76	275
v045	v042	45.1	6.57e-76	274
v045	v019	45.3	1.16e-72	263
v045	v001	49.3	7.52e-72	261
v045	v004	48.4	3.73e-71	258
v045	v021	47.2	2.67e-69	252
v045	v036	47.7	8.6e-68	247
v045	v020	47.5	6.16e-66	241
v045	v041	44.3	1.05e-65	240
v045	v043	41.0	6.39e-55	205
v045	v040	29.1	9.96e-24	101
v045	v038	26.0	4.19e-14	69
v045	v037	28.3	9.36e-06	41
v045	v035	22.4	2.72e-05	40
v045	v003	22.7	4.65e-05	39
v045	v017	29.0	6.07e-05	39
v045	v039	20.7	0.00969	31
v045	v039	25.0	0.0282	30
v044	v015	100.0	1.7e-174	602
v044	v029	95.0	7.63e-167	576
v044	v014	93.0	2.3e-163	565
v044	v025	92.7	6.68e-163	563
v044	v011	100.0	2.15e-153	532
v044	v030	100.0	2.15e-153	532
v044	v026	99.2	2.38e-152	528
v044	v008	98.9	9.05e-152	526
v044	v013	97.7	2.23e-150	522
v044	v010	98.5	3.22e-149	518
v044	v031	93.1	9.07e-144	500
v044	v012	93.1	9.07e-144	500
v044	v023	81.1	2.64e-143	498
v044	v027	80.4	2.47e-141	492
v044	v022	80.4	2.47e-141	492
v044	v016	75.1	1.32e-118	416
v044	v024	61.4	7.03e-104	367
v044	v002	64.6	2.59e-98	349
v044	v006	60.1	5.76e-98	347
v044	v005	59.8	7.53e-98	347
v044	v009	55.6	6.82e-91	324
v044	v033	58.2	1.2e-87	313
v044	v034	57.4	1.57e-87	313
v044	v028	55.0	5.6e-85	304
v044	v032	49.7	2.2e-81	292
v044	v018	51.4	9.24e-80	287
v044	v042	51.7	6.62e-78	281
v044	v007	49.4	2.78e-76	275
v044	v001	50.3	2.88e-73	265
v044	v004	49.1	1.09e-72	263
v044	v019	44.3	4.16e-72	262
v044	v021	48.6	1.34e-70	257
v044	v036	48.9	1.25e-68	250
v044	v041	45.5	3.64e-68	248
v044	v020	48.6	4.03e-67	245
v044	v043	38.2	4.62e-55	205
v044	v040	30.4	1.11e-24	104
v044	v038	26.4	2.74e-15	73
v044	v017	33.3	5.18e-06	42
v044	v037	27.2	4.38e-05	39
v044	v035	21.3	0.000371	36
v044	v003	22.0	0.00108	34
v044	v039	26.3	0.0156	30
v044	v039	21.6	0.0454	29
v044	v003	21.8	0.101	28
v044	v035	28.6	1.12	24
v043	v020	48.0	3.27e-67	245
v043	v007	42.6	2.86e-63	232
v043	v019	42.6	1.86e-62	230
v043	v036	42.4	3.87e-60	222
v043	v018	40.7	1.13e-59	220
v043	v042	39.9	1.92e-59	220
v043	v021	40.3	9.53e-59	217
v043	v004	39.2	9.53e-59	217
v043	v016	44.0	4.73e-58	215
v043	v001	44.2	1.05e-57	214
v043	v025	38.8	2.2e-55	206
v043	v015	38.2	4.9e-55	205
v043	v014	41.0	6.39e-55	205
v043	v006	45.0	8.35e-55	204
v043	v013	44.5	8.35e-55	204
v043	v026	44.3	1.09e-54	204
v043	v029	40.5	1.42e-54	203
v043	v031	44.1	2.43e-54	203
v043	v012	44.1	2.43e-54	203
v043	v011	44.2	3.17e-54	202
v043	v030	44.2	3.17e-54	202
v043	v023	38.6	5.41e-54	201
v043	v027	38.9	5.41e-54	201
v043	v008	43.9	5.41e-54	201
v043	v022	38.9	5.41e-54	201
v043	v010	43.8	7.82e-53	198
v043	v005	40.8	8.64e-52	194
v043	v028	41.2	8.64e-52	194
v043	v041	42.4	1.93e-51	193
v043	v033	43.4	2.51e-51	193
v043	v024	36.2	5.6e-51	191
v043	v002	40.5	1.63e-50	190
v043	v009	36.1	3.4e-48	182
v043	v034	42.1	5.8e-48	181
v043	v032	37.6	7.83e-45	171
v043	v040	26.8	2.72e-13	66
v043	v003	31.3	7.93e-05	38
v043	v035	30.4	0.000177	37
v043	v037	40.0	0.0282	30
v042	v018	69.1	3.3e-115	405
v042	v004	65.0	4.77e-106	375
v042	v021	64.2	7.88e-101	357
v042	v041	56.1	2.8e-98	349
v042	v001	62.1	3.66e-98	349
v042	v036	59.1	5.3e-89	318
v042	v007	53.5	1.76e-84	303
v042	v019	51.7	6.49e-79	285
v042	v030	51.9	9.38e-78	281
v042	v011	51.9	9.38e-78	281
v042	v015	51.7	9.38e-78	281
v042	v027	50.6	7.94e-77	278
v042	v022	50.6	7.94e-77	278
v042	v026	51.1	1.04e-76	277
v042	v008	50.9	2.31e-76	276
v042	v013	50.7	6.72e-76	275
v042	v014	45.1	8.78e-76	274
v042	v010	51.1	1.95e-75	273
v042	v012	50.4	1.95e-75	273
v042	v031	50.4	1.95e-75	273
v042	v020	51.3	4.36e-75	272
v042	v029	50.2	4.36e-75	272
v042	v025	45.8	5.69e-75	272
v042	v023	45.3	4.82e-74	268
v042	v002	49.1	6.29e-74	268
v042	v009	49.5	8.21e-74	268
v042	v016	50.0	8.21e-74	268
v042	v024	49.6	3.12e-73	266
v042	v006	48.7	4.51e-72	262
v042	v033	45.5	1.45e-70	257
v042	v034	46.0	3.34e-67	246
v042	v005	46.7	8.23e-66	241
v042	v032	45.0	7.71e-64	235
v042	v028	43.5	2.93e-63	233
v042	v040	27.3	1.2e-24	104
v042	v038	30.5	2.2e-18	84
v042	v037	30.4	9.57e-06	42
v042	v003	25.7	0.000686	35
v042	v035	25.0	0.00153	34
v042	v004	25.2	0.00153	34
v042	v017	25.0	0.71	25
v041	v018	52.6	5.67e-85	304
v041	v004	51.4	4.49e-82	295
v041	v001	49.6	2.47e-72	262
v041	v007	46.8	7.19e-72	261
v041	v036	47.8	1.6e-71	260
v041	v019	44.0	3.94e-70	255
v041	v021	46.2	1.5e-69	253
v041	v015	45.5	3.69e-68	248
v041	v023	44.5	1.4e-67	247
v041	v011	48.7	3.13e-67	245
v041	v030	48.7	3.13e-67	245
v041	v026	48.3	1.55e-66	243
v041	v008	48.3	2.03e-66	243
v041	v022	44.2	3.46e-66	242
v041	v027	44.2	3.46e-66	242
v041	v020	43.5	5.89e-66	241
v041	v014	44.3	1.01e-65	240
v041	v009	47.6	1.01e-65	240
v041	v025	43.9	2.93e-65	239
v041	v013	47.6	3.82e-65	238
v041	v029	43.9	4.99e-65	238
v041	v010	48.0	6.52e-65	238
v041	v012	47.2	8.51e-65	237
v041	v031	47.2	8.51e-65	237
v041	v006	46.9	7.21e-64	234
v041	v002	46.9	7.97e-63	231
v041	v033	43.9	3.95e-62	228
v041	v005	45.1	9.74e-61	224
v041	v016	44.0	4.83e-60	221
v041	v034	43.0	2.03e-58	216
v041	v024	43.8	3.46e-58	215
v041	v032	38.4	1.97e-53	200
v041	v028	39.9	1.84e-51	193
v041	v040	26.5	3.74e-20	89
v041	v038	26.4	4.59e-10	55
v041	v003	22.7	0.000169	37
v041	v035	22.4	0.000491	35
v040	v016	33.9	7.46e-26	108
v040	v036	30.7	2.83e-25	106
v040	v019	26.0	6.31e-25	105
v040	v001	30.1	6.31e-25	105
v040	v021	28.3	1.08e-24	104
v040	v007	27.9	1.08e-24	104
v040	v015	30.4	1.08e-24	104
v040	v002	31.2	3.13e-24	102
v040	v024	29.1	3.13e-24	102
v040	v011	30.5	6.98e-24	101
v040	v030	30.5	6.98e-24	101
v040	v014	29.1	9.11e-24	101
v040	v004	27.0	9.11e-24	101
v040	v008	30.5	1.19e-23	101
v040	v026	30.5	1.55e-23	100
v040	v012	31.1	2.03e-23	100
v040	v013	30.5	2.03e-23	100
v040	v023	29.8	2.03e-23	100
v040	v031	31.1	2.03e-23	100
v040	v018	25.7	2.65e-23	99
v040	v027	28.8	4.52e-23	99
v040	v029	29.1	4.52e-23	99
v040	v022	28.8	4.52e-23	99
v040	v025	28.7	4.52e-23	99
v040	v005	29.8	2.93e-22	96
v040	v010	30.0	5e-22	95
v040	v006	28.3	2.48e-21	93
v040	v009	29.3	1.23e-20	91
v040	v032	25.3	4.68e-20	89
v040	v033	28.6	1.04e-19	87
v040	v028	30.0	1.36e-19	87
v040	v034	26.3	1.51e-18	84
v040	v020	25.7	1.01e-14	71
v040	v038	24.3	5.37e-08	49
v040	v024	23.1	0.044	29
v040	v005	30.8	0.487	25
v040	v003	31.0	0.487	25
v040	v035	28.6	1.42	24
v039	v037	35.4	2.57e-38	149
v039	v035	27.3	2.77e-08	49
v039	v003	26.5	1.05e-07	47
v039	v032	23.2	4.89e-05	39
v039	v006	24.7	0.000186	37
v039	v005	25.0	0.000317	36
v039	v027	30.8	0.000414	35
v039	v022	30.8	0.000414	35
v039	v024	26.0	0.00157	33
v039	v023	31.2	0.00205	33
v039	v025	21.4	0.00205	33
v039	v029	21.4	0.00458	32
v039	v028	26.6	0.00598	32
v039	v008	28.9	0.00781	31
v039	v010	26.3	0.00781	31
v039	v014	20.7	0.00781	31
v039	v031	20.7	0.00781	31
v039	v012	20.7	0.00781	31
v039	v011	26.3	0.0133	30
v039	v026	26.3	0.0133	30
v039	v030	26.3	0.0133	30
v039	v015	26.3	0.0133	30
v039	v013	22.3	0.0174	30
v039	v027	21.6	0.0174	30
v039	v038	21.4	0.0174	30
v039	v022	21.6	0.0174	30
v039	v026	22.3	0.0174	30
v039	v012	25.0	0.0227	30
v039	v029	25.0	0.0227	30
v039	v013	25.0	0.0227	30
v039	v014	25.0	0.0227	30
v039	v031	25.0	0.0227	30
v039	v023	21.6	0.0227	30
v039	v025	25.0	0.0227	30
v039	v008	21.6	0.0387	29
v039	v011	21.6	0.0387	29
v039	v030	21.6	0.0387	29
v039	v015	21.6	0.0387	29
v039	v005	25.2	0.0661	28
v039	v004	23.2	0.0863	28
v039	v002	23.9	0.0863	28
v039	v006	23.7	0.113	27
v039	v010	22.3	0.147	27
v039	v016	20.2	0.147	27
v039	v021	21.8	0.251	26
v039	v018	22.9	0.328	26
v039	v009	25.3	0.559	25
v039	v033	23.4	0.954	24
v039	v032	28.6	0.954	24
v039	v002	20.2	2.13	23
v038	v001	28.5	4.35e-18	83
v038	v004	26.0	9.7e-18	82
v038	v018	25.9	1.65e-17	81
v038	v007	29.9	4.81e-17	79
v038	v021	26.2	4.08e-16	76
v038	v006	27.1	1.55e-15	74
v038	v027	25.5	4.51e-15	73
v038	v022	25.5	4.51e-15	73
v038	v033	24.9	4.51e-15	73
v038	v005	24.9	5.88e-15	72
v038	v032	23.2	1e-14	72
v038	v015	27.9	1e-14	72
v038	v002	28.8	1.31e-14	71
v038	v009	28.9	2.92e-14	70
v038	v011	28.8	3.81e-14	70
v038	v030	28.8	3.81e-14	70
v038	v010	28.8	3.81e-14	70
v038	v016	27.9	6.51e-14	69
v038	v008	28.8	6.51e-14	69
v038	v026	28.3	1.11e-13	68
v038	v023	24.6	1.11e-13	68
v038	v012	27.7	1.45e-13	68
v038	v031	27.7	1.45e-13	68
v038	v014	27.7	1.45e-13	68
v038	v036	27.7	1.89e-13	67
v038	v029	26.6	3.23e-13	67
v038	v025	27.2	4.22e-13	66
v038	v013	27.7	7.19e-13	65
v038	v034	25.2	1.6e-12	64
v038	v028	27.0	1.6e-12	64
v038	v024	23.7	8.79e-11	59
v038	v030	24.1	1.08	25
v038	v011	24.1	1.08	25
v038	v015	24.1	1.08	25
v038	v010	24.1	1.08	25
v038	v017	24.6	5.35	23
v037	v003	32.9	8.5e-21	91
v037	v035	32.4	1.11e-20	91
v037	v032	28.7	6.98e-07	45
v037	v036	29.3	2.65e-06	43
v037	v025	27.6	3.47e-06	42
v037	v033	28.5	3.47e-06	42
v037	v029	27.6	5.91e-06	42
v037	v014	28.3	7.72e-06	41
v037	v012	28.3	7.72e-06	41
v037	v031	28.3	7.72e-06	41
v037	v023	27.6	1.01e-05	41
v037	v019	27.5	1.01e-05	41
v037	v018	31.5	1.01e-05	41
v037	v007	30.1	1.32e-05	40
v037	v021	25.9	1.72e-05	40
v037	v022	26.8	2.25e-05	40
v037	v027	26.8	2.25e-05	40
v037	v026	27.2	2.93e-05	39
v037	v013	27.2	2.93e-05	39
v037	v015	27.2	3.83e-05	39
v037	v011	27.2	3.83e-05	39
v037	v030	27.2	3.83e-05	39
v037	v010	27.2	6.53e-05	38
v037	v034	26.7	6.53e-05	38
v037	v035	37.9	8.53e-05	38
v037	v016	25.2	8.53e-05	38
v037	v008	26.4	0.000146	37
v037	v009	27.2	0.00019	37
v037	v004	25.4	0.000324	36
v037	v001	29.3	0.000424	35
v037	v020	28.8	0.00161	33
v037	v033	26.6	0.0232	30
v037	v006	30.7	0.0676	28
v037	v024	33.9	0.0883	28
v037	v002	28.7	0.115	27
v037	v005	25.3	0.336	26
v037	v004	27.5	0.748	25
v037	v028	35.1	1.28	24
v036	v007	55.5	4.69e-103	364
v036	v019	53.8	5.37e-99	351
v036	v020	56.4	4.71e-87	311
v036	v018	55.8	4.57e-82	295
v036	v004	50.5	1.33e-81	293
v036	v001	54.8	8.91e-78	280
v036	v021	54.5	1.86e-75	273
v036	v016	48.1	5.79e-69	251
v036	v011	48.9	1.29e-68	250
v036	v030	48.9	1.29e-68	250
v036	v015	48.9	1.29e-68	250
v036	v026	48.5	3.75e-68	248
v036	v006	50.2	4.9e-68	248
v036	v025	47.7	6.4e-68	248
v036	v023	48.9	6.4e-68	248
v036	v031	47.7	8.36e-68	247
v036	v014	47.7	8.36e-68	247
v036	v012	47.7	8.36e-68	247
v036	v029	47.7	8.36e-68	247
v036	v013	48.1	1.09e-67	247
v036	v027	48.2	1.43e-67	247
v036	v022	48.2	1.43e-67	247
v036	v010	48.5	3.18e-67	245
v036	v008	48.1	3.18e-67	245
v036	v024	45.0	9.24e-67	244
v036	v002	46.4	5.07e-65	238
v036	v009	43.5	1.25e-63	233
v036	v005	44.7	8.95e-62	227
v036	v033	42.9	5.8e-61	225
v036	v028	45.8	9.9e-61	224
v036	v034	41.6	1.58e-58	216
v036	v032	41.3	1.02e-57	214
v036	v035	25.4	0.000499	35
v036	v003	31.0	0.00248	33
v035	v003	95.1	2.23e-202	695
v035	v024	23.3	1.87e-07	47
v035	v023	21.0	2.7e-06	44
v035	v025	22.9	1.02e-05	42
v035	v009	25.9	1.02e-05	42
v035	v022	21.4	1.02e-05	42
v035	v027	21.4	1.02e-05	42
v035	v031	22.4	3.89e-05	40
v035	v014	22.4	3.89e-05	40
v035	v012	22.4	3.89e-05	40
v035	v029	23.2	5.09e-05	39
v035	v026	21.7	8.68e-05	39
v035	v008	21.7	0.000113	38
v035	v018	24.7	0.000148	38
v035	v007	26.2	0.000193	37
v035	v013	21.7	0.000431	36
v035	v011	21.3	0.000562	36
v035	v030	21.3	0.000562	36
v035	v015	21.3	0.000562	36
v035	v033	25.9	0.000734	35
v035	v020	20.5	0.00214	34
v035	v005	21.4	0.00214	34
v035	v016	21.8	0.00279	33
v035	v006	26.6	0.0106	32
v035	v034	24.6	0.0236	30
v035	v010	20.8	0.0687	29
v035	v006	30.7	2.21	24
v035	v005	32.8	3.77	23
v034	v033	92.2	3.69e-158	547
v034	v027	57.9	2.14e-89	319
v034	v022	57.9	2.14e-89	319
v034	v015	57.4	1.17e-87	313
v034	v029	56.7	2.89e-86	309
v034	v014	56.4	3.77e-86	308
v034	v025	56.0	1.1e-85	307
v034	v011	60.1	1.87e-85	306
v034	v030	60.1	1.87e-85	306
v034	v008	60.3	2.44e-85	305
v034	v023	54.2	2.44e-85	305
v034	v006	56.9	5.45e-85	304
v034	v026	59.9	9.29e-85	304
v034	v005	57.6	4.61e-84	301
v034	v013	59.3	6.02e-84	301
v034	v010	59.7	6.02e-84	301
v034	v031	58.8	1.03e-83	300
v034	v012	58.8	1.03e-83	300
v034	v016	59.7	2.99e-83	299
v034	v024	53.3	2.53e-82	295
v034	v009	53.4	9.95e-79	283
v034	v032	49.8	5.11e-75	271
v034	v002	52.7	1.14e-74	270
v034	v028	45.7	7.4e-66	241
v034	v019	44.5	4.06e-64	235
v034	v018	46.8	5.3e-64	235
v034	v007	44.5	6.92e-64	234
v034	v021	47.1	3.44e-63	232
v034	v001	44.7	3.44e-63	232
v034	v004	46.2	3.55e-60	222
v034	v020	40.9	1.22e-52	197
v034	v003	26.2	0.00399	32
v034	v017	23.8	0.168	27
v033	v027	58.1	1.13e-90	323
v033	v022	58.1	1.13e-90	323
v033	v023	56.0	5.26e-88	314
v033	v015	58.2	8.98e-88	314
v033	v005	59.0	4.46e-87	311
v033	v016	61.3	1.69e-86	309
v033	v029	57.5	1.69e-86	309
v033	v014	57.1	2.89e-86	309
v033	v008	60.7	3.77e-86	308
v033	v006	56.9	3.77e-86	308
v033	v011	60.1	4.93e-86	308
v033	v030	60.1	4.93e-86	308
v033	v025	56.7	4.93e-86	308
v033	v026	59.9	1.43e-85	306
v033	v013	59.3	1.21e-84	303
v033	v012	58.8	1.58e-84	303
v033	v031	58.8	1.58e-84	303
v033	v010	59.7	1.58e-84	303
v033	v009	55.6	1.34e-83	300
v033	v024	54.4	7.36e-82	294
v033	v002	54.7	1.88e-77	279
v033	v032	51.1	2.45e-77	279
v033	v028	47.1	1.44e-69	253
v033	v021	49.5	3.55e-68	248
v033	v007	46.6	4.63e-68	248
v033	v001	47.3	7.9e-68	247
v033	v018	48.6	1.76e-67	246
v033	v019	45.9	6.69e-67	244
v033	v004	47.5	1.18e-63	233
v033	v020	41.6	1.55e-55	206
v033	v003	27.4	0.000124	37
v033	v017	23.9	0.00234	33
v032	v006	55.6	1.14e-90	323
v032	v005	51.9	1.03e-83	300
v032	v027	52.9	2.3e-83	299
v032	v022	52.9	2.3e-83	299
v032	v015	49.7	2.15e-81	292
v032	v024	50.0	3.67e-81	292
v032	v023	50.9	8.17e-81	290
v032	v029	49.0	3.1e-80	289
v032	v014	49.3	3.1e-80	289
v032	v025	49.0	5.29e-80	288
v032	v002	51.9	9.03e-80	287
v032	v016	52.9	3.43e-79	285
v032	v009	49.8	3.79e-78	282
v032	v011	51.0	4.64e-76	275
v032	v030	51.0	4.64e-76	275
v032	v026	50.6	2.3e-75	272
v032	v008	50.6	2.3e-75	272
v032	v012	50.2	8.75e-75	270
v032	v013	50.2	8.75e-75	270
v032	v031	50.2	8.75e-75	270
v032	v010	49.8	1.82e-72	263
v032	v028	47.7	2.91e-70	255
v032	v018	47.3	1.89e-69	253
v032	v007	44.3	4.98e-62	228
v032	v004	44.4	3.23e-61	225
v032	v001	44.5	3.23e-61	225
v032	v019	42.8	9.39e-61	224
v032	v021	42.1	7.95e-60	221
v032	v020	40.9	2.24e-54	203
v032	v003	28.4	3.5e-07	46
v032	v017	29.0	1.92e-05	40
v031	v012	100.0	5.83e-155	537
v031	v014	100.0	2.22e-154	535
v031	v025	99.2	1.88e-153	532
v031	v029	97.3	5.65e-150	520
v031	v013	94.7	9.97e-147	509
v031	v011	93.1	2.08e-144	502
v031	v030	93.1	2.08e-144	502
v031	v026	93.1	4.63e-144	500
v031	v015	93.1	7.9e-144	500
v031	v008	92.7	5.12e-143	497
v031	v010	91.6	3.11e-140	488
v031	v022	85.8	3.55e-136	474
v031	v027	85.8	3.55e-136	474
v031	v023	85.8	6.06e-136	473
v031	v016	76.7	4.98e-122	427
v031	v024	66.0	2.32e-103	365
v031	v002	64.0	3.25e-97	345
v031	v006	61.1	3.97e-95	338
v031	v005	60.8	1.28e-93	333
v031	v009	59.3	5.75e-86	307
v031	v028	56.0	4.56e-83	298
v031	v007	51.9	1.02e-74	270
v031	v018	49.8	3.87e-74	268
v031	v004	48.7	1.29e-69	253
v031	v019	48.0	1.29e-69	253
v031	v001	49.6	4.89e-69	251
v031	v021	50.8	5.41e-68	248
v031	v020	48.0	1.92e-65	239
v031	v003	23.7	3.82e-05	39
v031	v017	29.0	4.98e-05	39
v031	v003	27.5	1.27	24
v030	v011	100.0	4.94e-154	533
v030	v015	100.0	1.88e-153	532
v030	v026	99.2	2.07e-152	528
v030	v008	98.9	2.29e-151	525
v030	v013	97.7	5.11e-151	523
v030	v010	98.5	7.38e-150	520
v030	v029	94.3	8.44e-146	506
v030	v012	93.1	2.08e-144	502
v030	v014	93.1	7.9e-144	500
v030	v025	92.3	6.69e-143	497
v030	v022	83.1	4.5e-131	457
v030	v027	83.1	4.5e-131	457
v030	v023	82.4	3.22e-129	451
v030	v016	75.2	3.02e-119	418
v030	v024	65.3	2.18e-101	359
v030	v002	64.8	5.93e-99	351
v030	v006	61.5	2.33e-95	339
v030	v005	61.2	5.74e-94	334
v030	v009	59.7	7.26e-89	317
v030	v028	56.0	7.78e-83	297
v030	v018	52.0	3.74e-77	278
v030	v007	52.2	1.33e-74	270
v030	v004	49.4	4e-71	258
v030	v001	51.1	8.92e-71	257
v030	v021	52.4	2.87e-69	252
v030	v019	46.8	1.09e-68	250
v030	v020	49.1	1.33e-66	243
v030	v017	33.3	4.51e-06	42
v030	v003	22.0	0.00094	34
v030	v003	21.8	0.088	28
v029	v014	96.6	3.74e-180	621
v029	v025	97.7	9.23e-171	589
v029	v015	95.0	8.08e-167	576
v029	v012	97.3	6.88e-150	520
v029	v013	96.6	7.6e-149	517
v029	v026	95.0	9.29e-147	510
v029	v011	94.3	1.03e-145	506
v029	v023	81.7	1.34e-145	506
v029	v008	93.9	2.29e-145	505
v029	v027	81.1	3.65e-143	498
v029	v022	81.1	3.65e-143	498
v029	v010	93.1	5.28e-142	494
v029	v016	75.9	7.41e-120	420
v029	v024	61.7	2.56e-104	369
v029	v005	60.5	3.58e-98	348
v029	v002	64.6	7.98e-98	347
v029	v006	60.1	7.98e-98	347
v029	v009	53.4	8e-90	320
v029	v028	55.0	2.66e-85	305
v029	v018	50.0	1.56e-77	280
v029	v007	49.0	1.12e-75	273
v029	v019	45.3	2.58e-72	262
v029	v001	49.7	7.52e-72	261
v029	v004	49.1	1.67e-71	260
v029	v021	47.9	1.2e-69	253
v029	v020	48.2	2.12e-66	243
v029	v003	23.9	2.09e-05	40
v029	v017	28.0	0.000177	37
v028	v006	55.1	2.8e-86	309
v028	v025	54.3	9e-85	304
v028	v022	52.8	1.18e-84	303
v028	v016	59.1	1.18e-84	303
v028	v027	52.8	1.18e-84	303
v028	v014	54.3	1.18e-84	303
v028	v015	54.3	2.01e-84	302
v028	v012	56.0	4.94e-83	298
v028	v011	56.0	8.43e-83	297
v028	v026	56.0	1.1e-82	297
v028	v005	52.0	1.88e-82	296
v028	v013	56.0	2.45e-82	295
v028	v023	52.5	4.18e-82	295
v028	v008	55.6	5.46e-82	294
v028	v009	55.0	7.14e-82	294
v028	v002	56.5	1.22e-81	293
v028	v010	55.1	1.14e-79	287
v028	v024	49.5	8.16e-78	280
v028	v018	41.5	5.32e-61	225
v028	v021	43.8	6.94e-61	224
v028	v004	43.4	1.55e-60	223
v028	v001	41.9	8.49e-59	217
v028	v019	41.7	6.08e-57	211
v028	v007	40.6	7.94e-57	211
v028	v020	38.8	1.31e-51	193
v028	v017	22.4	0.000205	37
v027	v022	100.0	1.01e-171	592
v027	v023	92.7	8.03e-161	556
v027	v014	82.4	4.28e-146	507
v027	v025	81.7	3.62e-145	504
v027	v015	80.4	1.42e-141	492
v027	v012	85.8	4.01e-136	474
v027	v026	83.1	2.98e-131	458
v027	v011	83.1	5.08e-131	457
v027	v008	82.8	1.13e-130	456
v027	v013	82.4	9.58e-130	453
v027	v010	81.6	7.59e-127	443
v027	v016	77.8	8.68e-123	430
v027	v006	62.0	4.48e-103	364
v027	v005	60.3	1.44e-101	359
v027	v024	59.2	3.55e-100	355
v027	v002	64.3	1.82e-96	342
v027	v009	57.0	1.04e-91	327
v027	v018	49.3	1.77e-75	273
v027	v021	49.7	4.83e-73	265
v027	v007	47.0	8.24e-73	264
v027	v004	49.8	4.09e-72	262
v027	v019	46.0	2.65e-71	259
v027	v001	49.0	4.23e-69	252
v027	v020	46.2	1.51e-66	243
v027	v017	30.1	8.69e-06	41
v027	v003	21.7	2.53e-05	40
v026	v015	99.2	2.07e-152	528
v026	v011	99.2	2.07e-152	528
v026	v008	98.9	1.34e-151	525
v026	v013	98.5	1.75e-151	525
v026	v010	97.7	3.09e-148	514
v026	v012	93.1	4.61e-144	500
